State,Latitude,Longitude,Rainfall,Soil_Moisture,Slope,Elevation,Temperature,Risk
Nagaland,26.919648,94.169215,95.9,0.198,23.6,1506.4,21.0,Low
Sikkim,27.585711,88.834681,122.2,0.344,22.1,194.2,30.2,Moderate
Nagaland,26.189884,94.275197,159.5,0.317,13.5,740.4,27.4,Moderate
Meghalaya,25.693995,91.867689,268.7,0.462,70.3,2944.5,10.9,High
Manipur,24.003078,94.477999,106.3,0.404,18.9,737.8,29.7,Low
Sikkim,27.522606,88.065114,11.0,0.15,4.9,194.4,28.6,Low
Arunachal Pradesh,28.858548,93.573225,73.3,0.057,34.3,2136.0,14.2,Low
Assam,24.421543,93.692808,111.4,0.237,12.9,1073.4,25.0,Low
Tripura,24.30821,92.15408,86.9,0.335,42.2,1616.9,22.1,Moderate
Mizoram,24.389925,93.328017,57.5,0.34,32.1,911.1,26.7,Moderate
Arunachal Pradesh,26.506423,93.591326,249.9,0.39,49.5,2327.8,17.1,Moderate
Meghalaya,25.982251,90.898759,129.7,0.402,28.1,2275.5,17.2,Low
Mizoram,23.464026,92.988212,131.1,0.342,41.1,1382.0,20.6,Moderate
Assam,25.533106,95.398186,158.8,0.242,30.0,748.4,24.7,Moderate
Assam,26.113559,92.62814,49.5,0.081,31.5,1876.9,18.9,Low
Manipur,25.695276,93.888301,13.0,0.209,22.6,172.9,26.7,Low
Mizoram,22.363835,92.86699,137.9,0.361,47.2,2443.3,13.3,Moderate
Manipur,25.346632,94.398349,207.3,0.466,23.2,852.1,24.7,Moderate
Arunachal Pradesh,28.865745,95.394131,224.0,0.527,24.2,2044.7,15.9,Moderate
Nagaland,25.683014,95.024168,121.8,0.322,52.8,2058.6,23.7,Moderate
Nagaland,26.897543,93.688305,67.2,0.341,39.6,2152.9,15.0,Moderate
Nagaland,25.447866,95.25121,24.3,0.101,26.7,1461.2,22.0,Low
Mizoram,24.157642,93.361207,133.1,0.269,24.6,1314.2,24.8,Moderate
Nagaland,26.884115,94.383374,149.5,0.238,27.8,1518.7,21.8,Moderate
Arunachal Pradesh,28.439205,94.499496,141.5,0.32,40.8,1026.4,21.7,Moderate
Manipur,23.897292,94.341906,130.6,0.272,8.4,694.1,26.6,Low
Mizoram,23.213863,93.042022,138.5,0.44,24.6,655.3,22.2,Low
Manipur,24.755016,93.88526,119.2,0.238,64.6,2800.7,14.3,Moderate
Mizoram,22.346652,92.562328,84.1,0.253,48.7,835.8,20.9,Moderate
Manipur,24.10182,93.352199,78.2,0.244,30.3,1680.9,19.3,Moderate
Assam,28.086505,90.664615,50.5,0.272,50.4,1319.6,23.6,Moderate
Manipur,24.311614,94.063061,240.5,0.425,51.1,2685.3,12.9,High
Nagaland,26.359339,93.607948,175.3,0.429,40.1,1647.3,17.1,High
Assam,27.333613,94.646778,119.5,0.221,55.3,1916.3,19.1,Moderate
Manipur,24.250904,93.519599,106.0,0.299,40.2,1321.5,23.7,Moderate
Mizoram,24.338768,93.273373,162.6,0.206,41.4,1755.6,17.7,Moderate
Mizoram,23.714272,92.306903,122.6,0.212,28.5,1946.8,19.5,Low
Tripura,23.569223,91.727092,39.1,0.05,20.2,1068.9,26.2,Low
Mizoram,22.387269,92.782695,125.8,0.197,44.4,1962.9,17.6,Moderate
Meghalaya,25.721231,90.78213,99.6,0.462,61.7,2887.6,12.5,High
Arunachal Pradesh,28.842834,96.122473,123.7,0.349,9.1,368.2,30.4,Low
Mizoram,22.741385,93.290254,103.6,0.401,27.8,2040.9,14.7,Moderate
Assam,24.435022,94.977693,243.6,0.448,25.9,524.6,27.2,Moderate
Tripura,23.144401,91.107805,336.8,0.626,42.5,1240.3,25.6,High
Mizoram,23.568616,92.813519,251.6,0.545,2.0,50.0,32.4,Low
Meghalaya,26.089469,90.889568,165.5,0.467,36.5,1517.6,20.5,Moderate
Nagaland,25.745589,94.30147,183.0,0.382,34.2,2261.5,14.3,Moderate
Assam,25.914974,91.869897,13.3,0.171,22.9,1164.4,22.6,Low
Meghalaya,25.83249,92.078686,87.4,0.289,55.7,2480.5,13.5,Moderate
Nagaland,26.82067,95.245713,45.0,0.074,10.9,1177.4,24.7,Low
Sikkim,27.319987,88.644484,82.8,0.247,41.6,1815.9,19.7,Low
Sikkim,27.47311,88.609374,64.2,0.217,50.9,2371.5,17.2,Moderate
Assam,25.999123,95.960771,148.4,0.33,30.2,753.5,25.3,Moderate
Manipur,25.184914,94.714484,106.3,0.234,36.3,1388.5,17.7,Moderate
Arunachal Pradesh,29.004909,96.465956,221.4,0.602,29.9,1755.6,17.2,Moderate
Tripura,24.203071,91.596907,158.5,0.42,37.7,1071.6,24.3,Moderate
Arunachal Pradesh,27.255365,93.536761,31.7,0.161,26.1,1508.0,22.5,Low
Meghalaya,25.024283,91.37198,455.8,0.856,37.8,1947.6,21.2,High
Nagaland,26.15961,94.350501,63.0,0.199,54.7,1824.7,17.8,Low
Arunachal Pradesh,29.422094,96.512997,109.7,0.282,20.7,1063.1,23.2,Low
Nagaland,25.507254,94.037765,145.4,0.487,64.2,2598.4,9.5,High
Nagaland,26.005517,94.021066,93.6,0.162,47.8,2286.1,16.4,Moderate
Meghalaya,25.958195,91.372113,234.1,0.55,54.4,3078.9,15.3,High
Meghalaya,25.68652,92.359041,77.7,0.443,43.1,1803.4,16.9,Low
Meghalaya,25.967114,90.196635,12.5,0.216,25.5,1149.7,19.5,Low
Arunachal Pradesh,28.641744,93.894899,240.7,0.366,49.7,2101.7,18.2,Moderate
Sikkim,27.353579,88.045017,154.4,0.434,31.9,1388.5,21.8,Moderate
Meghalaya,25.584699,90.86631,60.2,0.082,39.6,794.9,28.5,Low
Tripura,23.302421,91.903073,140.9,0.321,29.9,1612.0,17.0,Moderate
Arunachal Pradesh,28.808456,92.846342,141.9,0.44,32.1,2246.4,13.4,Low
Meghalaya,25.059337,92.346258,99.4,0.329,25.1,1282.3,25.4,Low
Mizoram,21.925895,93.418246,110.1,0.06,2.0,931.8,23.7,Low
Nagaland,26.392478,93.943693,99.2,0.437,12.9,893.8,24.0,Moderate
Tripura,23.294365,91.011707,64.6,0.283,29.0,1582.7,22.7,Low
Meghalaya,25.282566,90.213185,72.2,0.391,18.4,1047.5,28.4,Low
Assam,26.571098,90.749237,197.3,0.27,19.6,926.2,22.1,Moderate
Nagaland,26.204397,94.480233,191.2,0.477,22.8,638.0,25.1,Low
Nagaland,25.766279,93.37013,100.9,0.135,46.8,1664.6,21.8,Low
Meghalaya,25.044705,89.879042,25.7,0.315,17.8,877.3,24.7,Low
Sikkim,27.88695,88.286209,104.6,0.287,15.1,1244.3,21.7,Low
Manipur,25.31297,93.777119,93.2,0.405,31.7,1365.7,22.0,Moderate
Sikkim,27.543598,88.461594,135.1,0.365,11.4,505.1,26.7,Low
Meghalaya,25.855638,90.620509,4.1,0.05,28.4,594.8,27.5,Low
Nagaland,25.431016,94.412115,190.5,0.399,5.1,50.0,25.2,Low
Tripura,23.423164,91.575239,101.7,0.242,34.0,1207.2,25.5,Low
Assam,26.717176,92.812992,158.4,0.319,40.0,1450.7,21.3,Moderate
Tripura,23.892446,91.70746,225.4,0.363,43.5,1284.4,23.8,Moderate
Tripura,24.083674,91.917718,79.7,0.109,7.2,514.8,30.6,Low
Nagaland,26.214961,94.657806,134.3,0.47,41.6,2515.7,18.1,Moderate
Sikkim,28.048272,88.389044,135.0,0.532,9.9,471.2,28.7,Moderate
Assam,25.733605,94.514747,42.0,0.089,15.2,130.3,31.7,Low
Arunachal Pradesh,28.247662,91.890537,78.9,0.245,25.6,218.3,26.6,Low
Mizoram,24.219491,92.240018,195.1,0.38,62.8,2514.4,16.4,High
Nagaland,26.621953,94.817588,85.8,0.197,40.9,1918.7,16.3,Low
Meghalaya,26.143733,89.962403,41.0,0.227,46.1,1790.7,23.1,Low
Arunachal Pradesh,28.290571,93.853123,82.9,0.488,62.7,2114.6,15.7,Moderate
Mizoram,22.759646,92.317414,57.2,0.11,45.4,1434.4,16.2,Low
Meghalaya,25.675185,91.237122,82.5,0.255,29.5,1208.1,23.1,Low
Tripura,23.067287,91.796236,16.7,0.14,46.5,2893.5,13.3,Moderate
Manipur,25.202111,94.381101,69.7,0.177,41.9,1596.7,21.7,Low
Meghalaya,26.086448,91.028412,72.5,0.315,27.7,775.0,24.9,Low
Assam,28.002906,95.152205,54.6,0.149,46.4,2906.3,11.8,Moderate
Assam,25.245307,90.703483,117.8,0.134,26.4,88.1,30.1,Low
Manipur,24.62724,93.723418,183.0,0.431,28.8,561.8,22.9,Moderate
Arunachal Pradesh,28.227158,94.708624,27.9,0.079,20.1,1425.9,18.7,Low
Mizoram,23.849966,92.862857,72.0,0.259,60.2,2679.7,19.1,Moderate
Meghalaya,25.125787,92.374874,108.8,0.198,27.5,137.0,30.2,Moderate
Assam,25.301011,95.819174,146.1,0.375,12.2,1007.8,23.2,Low
Arunachal Pradesh,26.85358,96.770381,146.0,0.359,55.3,1420.1,25.0,Moderate
Manipur,23.972922,93.415865,44.3,0.156,7.1,381.6,24.8,Low
Sikkim,27.055896,88.634602,89.2,0.202,44.4,2169.8,18.1,Moderate
Nagaland,26.815568,94.168142,74.2,0.206,23.3,1530.6,22.5,Low
Sikkim,28.114226,88.531269,108.9,0.072,29.5,1685.8,20.8,Low
Sikkim,27.756009,88.760877,55.2,0.177,49.5,2175.4,17.4,Low
Assam,25.246561,91.931874,152.0,0.315,51.1,1958.6,19.7,Moderate
Tripura,24.349523,92.171253,156.8,0.302,11.4,1199.3,24.7,Low
Tripura,24.462372,92.17239,132.2,0.215,61.1,1922.0,19.0,Low
Manipur,24.042007,94.482704,108.1,0.234,11.5,50.0,32.8,Low
Meghalaya,25.491806,92.772404,190.3,0.415,33.0,1295.9,22.8,Moderate
Tripura,23.65565,91.719987,71.0,0.276,29.6,1465.4,16.8,Low
Sikkim,27.63573,88.289563,58.9,0.16,48.3,1668.2,22.4,Moderate
Tripura,23.020035,92.164347,66.5,0.198,35.5,1433.9,16.0,Low
Sikkim,27.963211,88.125574,192.2,0.434,33.3,1867.5,17.6,Moderate
Mizoram,23.919598,93.013601,200.4,0.476,48.6,2240.8,17.2,Moderate
Assam,25.718404,91.300333,73.3,0.277,40.9,1113.8,25.1,Moderate
Assam,27.610861,94.111186,139.9,0.344,47.8,1572.3,20.3,Moderate
Meghalaya,25.657288,91.628706,81.6,0.228,2.0,126.5,28.8,Low
Tripura,23.045706,91.616096,127.7,0.28,11.4,50.0,33.8,Moderate
Tripura,23.20992,91.270899,281.9,0.652,16.0,1196.4,21.8,Moderate
Nagaland,26.456478,95.122512,161.8,0.27,30.8,1630.1,17.3,Moderate
Arunachal Pradesh,27.71127,92.642621,198.8,0.271,37.9,1813.7,18.4,Moderate
Mizoram,23.586742,93.332543,29.1,0.184,26.1,1203.3,20.9,Moderate
Assam,27.142939,95.173171,91.0,0.309,36.6,1259.7,26.2,Moderate
Mizoram,23.295042,93.177439,61.3,0.241,51.1,2033.1,17.4,Moderate
Assam,24.588271,91.89413,68.5,0.293,21.0,449.4,25.1,Low
Mizoram,22.912828,92.864684,27.9,0.147,23.7,1172.0,21.7,Low
Manipur,25.565245,94.573734,113.5,0.406,25.7,1266.7,22.0,Moderate
Sikkim,27.161431,88.155511,130.0,0.363,22.2,617.0,29.2,Low
Assam,25.50209,91.531686,144.7,0.498,7.4,139.4,28.0,Low
Mizoram,23.498404,93.373609,150.5,0.389,17.4,695.9,24.3,Moderate
Tripura,24.439666,91.849684,205.7,0.334,32.3,1685.2,16.4,Low
Arunachal Pradesh,29.014478,94.388612,168.8,0.434,31.7,707.7,20.2,Moderate
Manipur,24.195821,93.944439,83.3,0.318,2.0,50.0,33.1,Low
Manipur,24.854657,94.336424,201.0,0.353,58.3,2650.4,18.6,Moderate
Arunachal Pradesh,27.159649,93.525707,241.1,0.623,49.2,2530.1,12.0,High
Mizoram,22.846471,93.447271,86.7,0.298,49.6,1982.8,20.6,Moderate
Tripura,23.610312,91.981622,95.3,0.438,33.8,1654.9,21.5,Moderate
Meghalaya,25.900974,90.596633,73.2,0.385,35.4,495.6,26.5,Moderate
Arunachal Pradesh,28.215609,96.418666,101.0,0.386,20.0,239.5,29.8,Moderate
Mizoram,23.135514,93.428653,143.1,0.301,22.1,1303.0,19.5,Moderate
Arunachal Pradesh,27.143375,91.907875,35.9,0.186,51.0,1279.7,19.5,Low
Arunachal Pradesh,29.174362,96.162247,162.9,0.415,28.2,1174.5,19.5,Moderate
Assam,28.168877,93.980179,420.6,0.727,28.8,1201.4,24.5,High
Mizoram,24.335389,93.275034,144.0,0.297,38.9,759.3,28.0,Moderate
Meghalaya,26.013312,91.507425,77.5,0.146,27.6,1758.2,16.7,Low
Sikkim,27.458838,88.841102,204.4,0.342,31.4,1519.2,22.7,Moderate
Assam,25.814892,93.094562,227.7,0.492,34.4,1642.1,18.7,Moderate
Arunachal Pradesh,27.838343,94.606501,166.3,0.489,53.5,2280.0,16.1,Moderate
Sikkim,27.564606,88.043171,218.2,0.154,35.0,1592.7,19.7,Moderate
Nagaland,26.875892,94.188788,50.5,0.231,23.8,997.8,21.3,Low
Sikkim,27.706732,88.125269,43.5,0.202,37.3,1495.4,22.2,Low
Arunachal Pradesh,26.510164,92.849096,156.5,0.41,20.9,1205.4,23.9,Low
Arunachal Pradesh,28.613758,92.04557,50.4,0.188,17.5,510.4,23.7,Low
Tripura,24.35422,91.279529,102.3,0.278,45.2,2106.4,14.9,Moderate
Mizoram,22.431943,92.43596,94.0,0.197,33.0,982.6,23.0,Low
Mizoram,21.936352,93.203347,20.3,0.159,35.1,1118.0,20.5,Low
Assam,27.675145,93.569225,20.0,0.069,47.5,1773.9,17.3,Low
Meghalaya,25.22584,90.655834,126.1,0.05,25.1,1136.9,20.1,Low
Assam,25.998892,95.712379,111.2,0.115,14.2,818.6,25.7,Low
Manipur,24.269968,94.316963,71.2,0.05,45.8,1380.0,22.0,Low
Arunachal Pradesh,27.818345,93.13816,328.7,0.616,30.0,1222.6,21.2,High
Sikkim,27.547099,88.064086,86.3,0.218,17.2,1475.4,23.2,Low
Nagaland,26.717506,93.786604,63.1,0.131,23.8,1467.6,22.4,Low
Arunachal Pradesh,28.676236,91.875916,226.0,0.281,9.9,378.9,20.7,Low
Arunachal Pradesh,29.365296,92.561582,277.3,0.652,53.8,2984.2,12.3,High
Assam,27.707517,94.799681,86.6,0.198,30.3,1195.2,21.2,Low
Nagaland,27.038934,94.255781,82.7,0.402,34.1,1792.7,20.0,Moderate
Nagaland,26.582055,94.041421,105.8,0.364,38.4,1245.0,21.7,Moderate
Nagaland,25.5503,94.186152,120.0,0.23,25.8,1302.8,22.5,Low
Assam,24.696146,95.886881,160.6,0.487,43.3,2102.9,22.9,Moderate
Arunachal Pradesh,26.788739,94.740664,214.4,0.392,32.6,1258.7,24.5,Moderate
Assam,26.631148,93.089901,40.0,0.39,40.7,1430.5,19.3,Low
Mizoram,23.621683,92.351035,32.0,0.272,23.6,1344.3,26.7,Low
Mizoram,23.343048,92.573376,75.2,0.197,60.0,1841.0,15.5,Moderate
Assam,27.948739,94.501051,39.0,0.207,25.7,753.3,23.5,Low
Nagaland,27.047778,93.375112,323.7,0.689,62.5,2447.0,17.0,Critical
Tripura,23.356213,91.254049,289.8,0.395,25.3,1324.5,21.3,Moderate
Arunachal Pradesh,26.533464,92.832792,123.8,0.222,16.5,696.7,27.3,Moderate
Assam,26.850859,91.15586,79.6,0.268,29.9,590.5,31.6,Low
Assam,26.137814,95.293254,108.2,0.321,44.0,1411.1,22.6,Moderate
Assam,26.913783,92.186163,62.1,0.204,29.1,759.9,27.9,Low
Tripura,23.49595,91.592457,258.4,0.522,17.6,437.5,24.9,Moderate
Tripura,23.183266,91.824201,92.4,0.282,30.1,1605.1,20.4,Low
Manipur,24.49189,94.534258,157.0,0.421,22.4,921.5,21.4,Moderate
Mizoram,23.867037,92.993667,146.4,0.394,26.8,959.7,21.3,Moderate
Sikkim,27.437043,88.188939,173.7,0.285,24.1,1597.7,20.7,Moderate
Nagaland,26.674689,94.272818,80.9,0.05,34.9,1419.1,24.4,Low
Meghalaya,25.2697,90.385524,209.3,0.499,23.0,795.9,28.0,Moderate
Tripura,23.164641,92.01031,92.3,0.067,9.5,304.6,28.0,Low
Sikkim,27.274785,88.473978,35.4,0.15,6.1,55.3,30.7,Low
Tripura,23.622474,91.753494,109.2,0.208,54.3,1434.3,18.3,Moderate
Nagaland,26.866594,95.035495,121.6,0.119,30.1,361.7,28.6,Low
Meghalaya,25.541291,89.846099,136.0,0.313,43.2,1677.3,22.5,Moderate
Manipur,24.610243,94.091148,114.3,0.247,36.6,1662.6,17.2,Moderate
Assam,26.342612,93.803417,64.9,0.184,16.8,85.8,28.0,Low
Manipur,24.092744,94.163763,64.3,0.354,27.2,424.1,26.4,Moderate
Tripura,23.192243,91.975681,228.8,0.558,34.2,1157.8,30.1,Moderate
Manipur,24.444266,94.277812,93.5,0.058,19.8,50.0,24.5,Low
Sikkim,27.057439,88.367074,64.4,0.149,19.2,472.0,27.9,Low
Arunachal Pradesh,28.615104,92.747788,83.7,0.151,23.0,839.9,26.6,Low
Tripura,24.172459,91.820014,144.2,0.334,34.7,1469.1,24.3,Moderate
Tripura,23.840099,91.459614,141.0,0.341,36.8,1472.7,25.0,Low
Sikkim,27.578942,88.537614,67.8,0.23,20.0,122.9,30.2,Low
Mizoram,23.128401,93.107807,186.9,0.545,49.1,2421.2,17.0,High
Meghalaya,25.520436,90.40682,51.7,0.415,50.1,1278.7,22.8,Moderate
Assam,24.898522,89.736564,28.6,0.103,18.2,1089.3,24.7,Low
Sikkim,27.361149,88.674026,76.5,0.307,47.6,2012.4,19.2,Moderate
Meghalaya,25.952995,90.407403,300.0,0.462,41.0,1741.6,18.3,Moderate
Nagaland,27.022184,94.304806,220.0,0.644,31.7,1215.2,25.1,Moderate
Meghalaya,26.100374,91.920296,148.2,0.211,26.6,1274.3,23.3,Moderate
Nagaland,26.572624,93.470087,182.8,0.383,36.0,1875.5,20.8,Moderate
Sikkim,27.263989,88.007933,126.3,0.249,48.9,1635.5,20.6,Moderate
Tripura,24.045804,91.44777,183.1,0.405,10.6,915.8,23.5,Moderate
Tripura,24.158644,91.440617,126.1,0.343,39.8,1097.6,18.5,Moderate
Mizoram,24.030268,92.369908,117.3,0.418,8.8,636.8,25.7,Moderate
Sikkim,27.208048,88.306789,71.6,0.276,52.5,1881.0,17.6,Moderate
Nagaland,25.976126,93.997406,107.2,0.288,50.4,2236.3,18.3,Moderate
Meghalaya,25.916376,90.090854,21.2,0.249,28.8,1190.8,21.0,Low
Meghalaya,25.42146,92.31172,75.0,0.179,37.0,1516.0,21.3,Low
Nagaland,25.326914,95.184687,22.5,0.188,24.7,945.0,23.9,Low
Manipur,25.674002,93.159423,30.8,0.35,31.3,1684.2,17.0,Low
Mizoram,22.657309,92.684121,79.1,0.209,51.0,2087.0,23.2,Moderate
Arunachal Pradesh,28.829174,94.777597,222.1,0.446,29.7,1439.6,24.3,Moderate
Tripura,23.930985,91.984763,118.0,0.178,10.2,97.8,32.5,Low
Assam,24.495512,94.94922,70.6,0.158,46.3,1975.3,22.0,Low
Meghalaya,25.846744,91.532025,84.4,0.135,21.0,345.3,26.2,Low
Assam,27.736888,94.11193,119.3,0.255,32.3,1664.8,17.9,Moderate
Arunachal Pradesh,27.1051,93.8636,119.5,0.166,51.2,2416.6,13.2,Moderate
Sikkim,27.592851,88.049696,147.6,0.271,48.6,2066.8,16.5,Moderate
Assam,28.009478,90.510037,122.0,0.484,31.0,1702.9,22.3,Moderate
Arunachal Pradesh,28.592384,94.284271,118.1,0.421,21.1,1153.1,23.7,Moderate
Tripura,22.941012,92.202172,79.5,0.137,45.6,2799.3,11.2,Moderate
Nagaland,26.81849,94.348516,31.6,0.191,42.2,1273.3,22.1,Low
Manipur,24.23499,93.218921,100.1,0.208,35.4,1673.5,20.4,Low
Tripura,23.481428,91.332057,183.2,0.287,43.3,1677.5,19.7,Moderate
Meghalaya,25.608029,92.699228,232.2,0.442,48.0,1659.1,21.7,Moderate
Arunachal Pradesh,28.22486,96.394621,276.6,0.669,33.0,2530.6,17.1,Moderate
Assam,26.733691,92.694053,126.3,0.441,2.0,50.0,29.4,Low
Meghalaya,26.025529,91.214104,158.7,0.339,39.6,2280.2,13.4,Moderate
Manipur,25.450394,93.524838,160.6,0.154,28.0,598.4,28.3,Moderate
Nagaland,25.444745,95.010629,117.0,0.277,38.9,1687.2,25.5,Low
Sikkim,27.704898,88.800183,88.6,0.236,15.2,857.5,21.4,Low
Meghalaya,26.125393,89.960885,66.9,0.239,43.3,2135.0,16.9,Moderate
Sikkim,27.601163,88.337468,86.5,0.346,2.0,50.0,31.3,Low
Arunachal Pradesh,28.377575,95.864752,74.3,0.232,38.0,1379.4,19.0,Moderate
Manipur,24.333121,94.002237,179.8,0.475,29.2,1965.5,19.3,Moderate
Assam,26.97666,90.546916,46.4,0.122,22.1,1257.3,25.8,Low
Manipur,25.346727,94.090997,106.4,0.228,48.4,1873.4,17.2,Moderate
Manipur,25.604121,93.611152,101.9,0.233,32.9,1458.1,23.9,Moderate
Mizoram,22.181179,92.858452,236.6,0.511,62.6,3087.3,13.5,High
Manipur,23.96304,94.745148,211.5,0.154,13.5,691.2,24.5,Low
Manipur,23.873501,94.356307,40.3,0.224,46.2,2112.4,21.8,Moderate
Tripura,23.740164,91.479207,197.3,0.373,41.1,1828.2,19.6,Moderate
Meghalaya,25.079011,91.666501,43.1,0.149,46.2,1627.1,21.8,Low
Assam,26.457925,91.469565,20.9,0.129,22.3,1403.6,21.6,Low
Tripura,24.356355,91.395343,24.1,0.308,43.3,1594.8,24.9,Moderate
Tripura,23.619561,91.706891,66.5,0.37,42.8,2235.6,20.3,Moderate
Meghalaya,25.120278,92.596485,77.6,0.166,19.1,332.0,24.2,Low
Meghalaya,25.449443,90.042338,79.6,0.132,13.7,1469.0,21.6,Low
Arunachal Pradesh,27.661874,94.801114,101.2,0.232,34.7,1544.2,20.1,Moderate
Meghalaya,25.616383,91.883626,192.8,0.12,40.3,1923.9,15.6,Moderate
Mizoram,22.044258,92.569903,65.7,0.176,31.3,2557.4,17.6,Low
Mizoram,24.029999,92.303862,42.0,0.098,26.2,1598.1,19.3,Low
Tripura,24.268778,91.119465,223.3,0.679,37.0,1032.6,22.5,Moderate
Sikkim,28.001345,88.32471,233.2,0.552,35.8,2359.6,16.1,Moderate
Arunachal Pradesh,28.336627,92.340879,142.1,0.2,20.0,830.2,27.6,Low
Sikkim,27.079402,88.194344,307.0,0.575,63.7,2750.1,15.9,High
Sikkim,27.153425,88.281165,39.2,0.109,38.8,1975.5,18.2,Low
Tripura,23.723013,91.765387,10.2,0.05,38.3,2325.2,19.5,Low
Nagaland,26.700749,94.61248,27.5,0.129,2.0,421.6,29.7,Low
Tripura,23.874013,91.535317,94.9,0.184,8.9,974.8,22.7,Low
Assam,25.989995,92.311481,35.4,0.213,26.5,754.9,24.1,Low
Assam,27.537097,91.149003,167.0,0.425,3.9,433.4,27.7,Low
Meghalaya,25.006865,91.75396,90.3,0.253,22.3,1262.6,26.1,Low
Meghalaya,25.242955,92.470345,212.7,0.403,41.2,1642.1,17.0,Moderate
Nagaland,26.832188,93.453455,94.5,0.16,33.1,1377.8,21.6,Moderate
Meghalaya,25.127666,91.285515,44.3,0.126,20.7,1614.4,19.3,Low
Assam,26.558735,91.431923,9.9,0.269,51.1,2150.3,19.7,Low
Sikkim,27.860157,88.535424,99.8,0.151,21.3,943.6,23.9,Low
Tripura,23.419719,91.032983,113.7,0.363,24.3,1929.0,20.6,Low
Manipur,25.225286,93.386557,81.2,0.175,27.5,1264.7,23.1,Low
Mizoram,24.069632,92.746377,55.5,0.172,13.3,383.3,27.3,Low
Manipur,24.896447,94.571308,78.8,0.235,38.3,2223.8,18.1,Moderate
Manipur,25.440884,93.668735,107.7,0.294,20.7,1078.1,18.6,Low
Assam,24.877333,94.58342,78.7,0.331,23.9,438.9,26.3,Low
Manipur,24.622852,93.345676,45.5,0.068,27.2,2005.4,15.4,Low
Tripura,24.347081,91.257535,285.7,0.443,34.7,1162.6,21.8,Moderate
Nagaland,25.249034,93.34056,31.3,0.191,29.7,1958.0,18.7,Moderate
Arunachal Pradesh,28.366946,95.139213,222.6,0.388,37.7,1595.8,19.2,Moderate
Meghalaya,25.37325,90.760033,32.7,0.283,29.6,2028.1,20.4,Low
Arunachal Pradesh,27.518482,95.240872,63.6,0.133,18.4,1138.5,22.2,Low
Sikkim,27.069761,88.836205,110.2,0.195,35.9,836.1,24.6,Moderate
Tripura,23.256034,92.299575,85.8,0.236,28.6,1932.0,19.5,Low
Tripura,23.174436,92.00301,22.2,0.05,53.3,2247.0,13.8,Moderate
Mizoram,22.480873,92.305101,158.0,0.276,13.8,647.0,26.9,Low
Tripura,24.299893,92.116377,238.0,0.32,2.0,50.0,29.8,Low
Meghalaya,25.484284,91.907188,132.8,0.233,34.2,1682.5,13.8,Moderate
Tripura,23.791305,92.108843,100.2,0.301,53.5,2684.8,14.0,Moderate
Manipur,24.398606,93.94261,96.5,0.072,67.5,3070.0,14.6,Moderate
Mizoram,23.161968,92.660078,347.9,0.623,75.0,3071.3,13.2,High
Meghalaya,26.069746,90.297634,55.2,0.343,45.6,2328.7,12.9,Moderate
Nagaland,25.484066,94.453819,103.2,0.263,21.3,474.1,28.2,Low
Nagaland,26.449239,93.689239,321.4,0.64,26.3,776.6,29.2,High
Nagaland,25.942363,95.193128,287.2,0.503,19.5,921.0,26.3,Moderate
Nagaland,25.668573,94.636721,192.0,0.396,13.3,1077.7,25.5,Moderate
Manipur,25.206284,93.806632,168.4,0.325,47.2,1546.9,19.6,Moderate
Tripura,24.400042,91.957654,53.4,0.211,29.8,705.6,26.6,Low
Arunachal Pradesh,27.873774,94.631344,68.0,0.151,9.9,50.0,28.8,Low
Meghalaya,25.831136,91.576571,81.1,0.178,32.4,1415.5,21.8,Low
Manipur,25.469525,93.6424,137.5,0.336,31.9,2233.0,9.8,Moderate
Nagaland,25.769783,93.727678,212.0,0.277,39.2,1009.9,21.9,Moderate
Sikkim,27.04534,88.038713,281.2,0.446,51.7,1636.9,21.5,Moderate
Tripura,24.292088,91.881911,267.6,0.436,75.0,3500.0,8.4,High
Arunachal Pradesh,28.481597,94.880536,84.8,0.333,65.4,3104.2,14.3,Moderate
Sikkim,28.019063,88.43224,63.6,0.257,22.5,876.8,22.1,Low
Mizoram,24.163068,92.667279,25.7,0.191,22.3,1614.2,23.8,Low
Sikkim,28.112049,88.628791,38.4,0.243,23.0,1910.0,15.7,Low
Mizoram,22.568661,92.93331,86.1,0.317,17.3,1236.2,25.5,Moderate
Mizoram,23.285879,92.379268,130.6,0.093,7.7,50.0,33.9,Low
Nagaland,26.323362,93.929571,109.0,0.218,46.6,1788.6,16.5,Low
Mizoram,22.036107,93.433253,171.8,0.317,28.6,1402.8,25.6,Moderate
Assam,26.69426,95.224589,181.0,0.343,32.2,960.0,27.2,Moderate
Meghalaya,25.811267,90.870951,122.0,0.238,28.5,1243.4,20.9,Moderate
Meghalaya,25.615226,91.82724,275.7,0.405,7.0,871.7,27.4,Moderate
Nagaland,27.024479,93.807339,257.6,0.64,22.3,854.1,27.6,Moderate
Assam,27.674904,95.52169,25.2,0.179,18.2,1483.5,20.8,Low
Sikkim,27.804499,88.83814,102.7,0.203,40.7,1387.0,25.0,Moderate
Manipur,24.555969,94.715429,32.6,0.246,25.0,652.0,27.3,Low
Sikkim,27.843339,88.037805,176.5,0.274,32.9,1366.1,22.3,Moderate
Tripura,24.350997,91.629815,61.4,0.058,47.3,1221.8,22.0,Moderate
Manipur,24.674621,94.01964,231.1,0.616,35.4,1640.1,22.3,Moderate
